ticker,evidence_id,metric,value,unit,period,window,source_type,source_date,status,confidence,source_ref
TSM,TSM:historical:margin_trend:operating_margin,operating_margin,0.0820248200327748400296653163,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:margin_trend:operating_margin
TSM,TSM:historical:margin_trend:net_margin,net_margin,0.0513471923414159938284280897,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:margin_trend:net_margin
TSM,TSM:historical:margin_trend:ebitda_margin,ebitda_margin,0.0142770245276044259319118305,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:margin_trend:ebitda_margin
TSM,TSM:historical:margin_trend:free_cash_flow_margin,free_cash_flow_margin,0.1280595217969997581550100042,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:margin_trend:free_cash_flow_margin
TSM,TSM:historical:volatility:revenue,revenue,673884359624.8889546315916653,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:volatility:revenue
TSM,TSM:historical:volatility:net_income,net_income,348879928224.8008922022117321,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:volatility:net_income
TSM,TSM:historical:volatility:free_cash_flow,free_cash_flow,308459333449.2175089313299935,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:volatility:free_cash_flow
TSM,TSM:historical:volatility:gross_margin,gross_margin,0.02307309568898720715131705821,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:volatility:gross_margin
TSM,TSM:historical:volatility:operating_margin,operating_margin,0.03385015384192671952796434269,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:volatility:operating_margin
TSM,TSM:historical:volatility:net_margin,net_margin,0.02287429820423884977279194868,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:volatility:net_margin
TSM,TSM:historical:volatility:ebitda_margin,ebitda_margin,0.006518144144320939796929389704,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:volatility:ebitda_margin
TSM,TSM:historical:volatility:free_cash_flow_margin,free_cash_flow_margin,0.07086166337503664176976744976,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:volatility:free_cash_flow_margin
TSM,TSM:historical:negative_years:revenue,revenue,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:negative_years:revenue
TSM,TSM:historical:negative_years:net_income,net_income,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:negative_years:net_income
TSM,TSM:historical:negative_years:free_cash_flow,free_cash_flow,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:negative_years:free_cash_flow
TSM,TSM:historical:negative_years:gross_margin,gross_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:negative_years:gross_margin
TSM,TSM:historical:negative_years:operating_margin,operating_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:negative_years:operating_margin
TSM,TSM:historical:negative_years:net_margin,net_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:negative_years:net_margin
TSM,TSM:historical:negative_years:ebitda_margin,ebitda_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:negative_years:ebitda_margin
TSM,TSM:historical:negative_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:negative_years:free_cash_flow_margin
TSM,TSM:historical:missing_years:revenue,revenue,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:missing_years:revenue
TSM,TSM:historical:missing_years:net_income,net_income,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:missing_years:net_income
TSM,TSM:historical:missing_years:free_cash_flow,free_cash_flow,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:missing_years:free_cash_flow
TSM,TSM:historical:missing_years:gross_margin,gross_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:missing_years:gross_margin
TSM,TSM:historical:missing_years:operating_margin,operating_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:missing_years:operating_margin
TSM,TSM:historical:missing_years:net_margin,net_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:missing_years:net_margin
TSM,TSM:historical:missing_years:ebitda_margin,ebitda_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:missing_years:ebitda_margin
TSM,TSM:historical:missing_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,TSM:historical:missing_years:free_cash_flow_margin
ADBE,ADBE:historical:yoy:revenue:2024,revenue,0.107991138131794528311608017,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:yoy:revenue:2024
ADBE,ADBE:historical:yoy:revenue:2025,revenue,0.105277842362241339223436410,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:yoy:revenue:2025
ADBE,ADBE:historical:yoy:net_income:2024,net_income,0.024318349299926308032424466,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:yoy:net_income:2024
ADBE,ADBE:historical:yoy:net_income:2025,net_income,0.282374100719424460431654676,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:yoy:net_income:2025
ADBE,ADBE:historical:yoy:free_cash_flow:2024,free_cash_flow,0.134111207144915010083549409,decimal_ratio,2024,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:yoy:free_cash_flow:2024
ADBE,ADBE:historical:yoy:free_cash_flow:2025,free_cash_flow,0.251365426139972056395274990,decimal_ratio,2025,YoY,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:yoy:free_cash_flow:2025
ADBE,ADBE:historical:cagr:revenue:3Y_CAGR,revenue,0.106633658674266947476843717,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,ADBE:historical:cagr:revenue:3Y_CAGR
ADBE,ADBE:historical:cagr:net_income:3Y_CAGR,net_income,0.146106156529096699487932270,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,ADBE:historical:cagr:net_income:3Y_CAGR
ADBE,ADBE:historical:cagr:free_cash_flow:3Y_CAGR,free_cash_flow,0.191296585246098442442623178,decimal_ratio,3Y_CAGR,CAGR,HISTORICAL_ANALYSIS,,AVAILABLE,LOW,ADBE:historical:cagr:free_cash_flow:3Y_CAGR
ADBE,ADBE:historical:margin_trend:gross_margin,gross_margin,0.0139592738574786059793083609,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:margin_trend:gross_margin
ADBE,ADBE:historical:margin_trend:operating_margin,operating_margin,0.0236508451135184549454296980,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:margin_trend:operating_margin
ADBE,ADBE:historical:margin_trend:net_margin,net_margin,0.0203064765078636196991627217,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:margin_trend:net_margin
ADBE,ADBE:historical:margin_trend:ebitda_margin,ebitda_margin,0.0131378078156341377893018732,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:margin_trend:ebitda_margin
ADBE,ADBE:historical:margin_trend:free_cash_flow_margin,free_cash_flow_margin,0.0568203384907260851874780360,decimal_ratio_delta,"['2023', '2024', '2025']",trend,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:margin_trend:free_cash_flow_margin
ADBE,ADBE:historical:volatility:revenue,revenue,1780402950.645349460426975461,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:volatility:revenue
ADBE,ADBE:historical:volatility:net_income,net_income,773098240.1279211868808064153,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:volatility:net_income
ADBE,ADBE:historical:volatility:free_cash_flow,free_cash_flow,1213411261.233753709919726916,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:volatility:free_cash_flow
ADBE,ADBE:historical:volatility:gross_margin,gross_margin,0.006106801331462331819949834835,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:volatility:gross_margin
ADBE,ADBE:historical:volatility:operating_margin,operating_margin,0.02160008946761207948001654086,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:volatility:operating_margin
ADBE,ADBE:historical:volatility:net_margin,net_margin,0.01691318981461586204940475795,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:volatility:net_margin
ADBE,ADBE:historical:volatility:ebitda_margin,ebitda_margin,0.01997072954547236410669344449,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:volatility:ebitda_margin
ADBE,ADBE:historical:volatility:free_cash_flow_margin,free_cash_flow_margin,0.02503574785921748402976505263,various,"['2023', '2024', '2025']",volatility,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:volatility:free_cash_flow_margin
ADBE,ADBE:historical:negative_years:revenue,revenue,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:negative_years:revenue
ADBE,ADBE:historical:negative_years:net_income,net_income,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:negative_years:net_income
ADBE,ADBE:historical:negative_years:free_cash_flow,free_cash_flow,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:negative_years:free_cash_flow
ADBE,ADBE:historical:negative_years:gross_margin,gross_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:negative_years:gross_margin
ADBE,ADBE:historical:negative_years:operating_margin,operating_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:negative_years:operating_margin
ADBE,ADBE:historical:negative_years:net_margin,net_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:negative_years:net_margin
ADBE,ADBE:historical:negative_years:ebitda_margin,ebitda_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:negative_years:ebitda_margin
ADBE,ADBE:historical:negative_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2023', '2024', '2025']",negative_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:negative_years:free_cash_flow_margin
ADBE,ADBE:historical:missing_years:revenue,revenue,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:missing_years:revenue
ADBE,ADBE:historical:missing_years:net_income,net_income,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:missing_years:net_income
ADBE,ADBE:historical:missing_years:free_cash_flow,free_cash_flow,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:missing_years:free_cash_flow
ADBE,ADBE:historical:missing_years:gross_margin,gross_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:missing_years:gross_margin
ADBE,ADBE:historical:missing_years:operating_margin,operating_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:missing_years:operating_margin
ADBE,ADBE:historical:missing_years:net_margin,net_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:missing_years:net_margin
ADBE,ADBE:historical:missing_years:ebitda_margin,ebitda_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:missing_years:ebitda_margin
ADBE,ADBE:historical:missing_years:free_cash_flow_margin,free_cash_flow_margin,0,count,"['2023', '2024', '2025']",missing_years,HISTORICAL_ANALYSIS,,AVAILABLE,MEDIUM,ADBE:historical:missing_years:free_cash_flow_margin
